0	-4626.0
1	-3060.0
2	-1794.5
3	-994.5
4	-994.5
5	657.75
6	828.25
7	1005.75
8	1097.0
9	1097.0
10	1097.0
11	1137.0
12	1137.0
13	1137.0
14	1137.0
15	1137.0
16	1149.0
17	1149.0
18	1149.0
19	1149.0
20	1149.0
21	1149.0
22	1149.0
23	1149.0
24	1149.0
25	1149.0
26	1149.0
27	1149.0
28	1149.0
29	1149.0
30	1149.0
31	1149.0
32	1149.0
33	1149.0
34	1149.0
35	1149.0
36	1149.0
37	1149.0
38	1149.0
39	1149.0
40	1149.0
41	1149.0
42	1149.0
43	1149.0
44	1149.0
45	1149.0
46	1149.0
47	1149.0
48	1149.0
49	1149.0
50	1149.0
51	1149.0
52	1149.0
53	1149.0
54	1149.0
55	1149.0
56	1149.0
57	1149.0
58	1149.0
59	1149.0
60	1149.0
61	1149.0
62	1149.0
63	1149.0
64	1149.0
65	1149.0
66	1149.0
67	1149.0
68	1149.0
69	1149.0
70	1149.0
71	1149.0
72	1149.0
73	1149.0
74	1149.0
75	1149.0
76	1149.0
77	1149.0
78	1149.0
79	1149.0
80	1149.0
81	1149.0
82	1149.0
83	1149.0
84	1149.0
85	1149.0
86	1149.0
87	1149.0
88	1149.0
89	1149.0
90	1149.0
91	1149.0
92	1149.0
93	1149.0
94	1149.0
95	1149.0
96	1149.0
97	1149.0
98	1149.0
99	1149.0
100	1149.0
101	1149.0
102	1149.0
103	1149.0
104	1149.0
105	1149.0
106	1149.0
107	1149.0
108	1149.0
109	1149.0
110	1149.0
111	1149.0
112	1149.0
113	1149.0
114	1149.0
115	1149.0
116	1149.0
117	1149.0
118	1149.0
119	1149.0
120	1149.0
121	1149.0
122	1149.0
123	1149.0
124	1149.0
125	1149.0
126	1149.0
127	1149.0
128	1149.0
129	1149.0
130	1149.0
131	1149.0
132	1149.0
133	1149.0
134	1149.0
135	1149.0
136	1149.0
137	1149.0
138	1149.0
139	1149.0
140	1149.0
141	1149.0
142	1149.0
143	1149.0
144	1149.0
145	1149.0
146	1149.0
147	1149.0
148	1149.0
149	1149.0
150	1149.0
151	1149.0
152	1149.0
153	1149.0
154	1149.0
155	1149.0
156	1149.0
157	1149.0
158	1149.0
159	1149.0
160	1149.0
161	1149.0
162	1149.0
163	1149.0
164	1149.0
165	1149.0
166	1149.0
167	1149.0
168	1149.0
169	1149.0
170	1149.0
171	1149.0
172	1149.0
173	1149.0
174	1149.0
175	1149.0
176	1149.0
177	1149.0
178	1149.0
179	1149.0
180	1149.0
181	1149.0
182	1149.0
183	1149.0
184	1149.0
185	1149.0
186	1149.0
187	1149.0
188	1149.0
189	1149.0
190	1149.0
191	1149.0
192	1149.0
193	1149.0
194	1149.0
195	1149.0
196	1149.0
197	1149.0
198	1149.0
199	1149.0
200	1149.0
201	1149.0
202	1149.0
203	1149.0
204	1149.0
205	1149.0
206	1149.0
207	1149.0
208	1149.0
209	1149.0
210	1149.0
211	1149.0
212	1149.0
213	1149.0
214	1149.0
215	1149.0
216	1149.0
217	1149.0
218	1149.0
219	1149.0
220	1149.0
221	1149.0
222	1149.0
223	1149.0
224	1149.0
225	1149.0
226	1149.0
227	1149.0
228	1149.0
229	1149.0
230	1149.0
231	1149.0
232	1149.0
233	1149.0
234	1149.0
235	1149.0
236	1149.0
237	1149.0
238	1149.0
239	1149.0
240	1149.0
241	1149.0
242	1149.0
243	1149.0
244	1149.0
245	1149.0
246	1149.0
247	1149.0
248	1149.0
249	1149.0
250	1149.0
251	1149.0
252	1149.0
253	1149.0
254	1149.0
255	1149.0
256	1149.0
257	1149.0
258	1149.0
259	1149.0
260	1149.0
261	1149.0
262	1149.0
263	1149.0
264	1149.0
265	1149.0
266	1149.0
267	1149.0
268	1149.0
269	1149.0
270	1149.0
271	1149.0
272	1149.0
273	1149.0
274	1149.0
275	1149.0
276	1149.0
277	1149.0
278	1149.0
279	1149.0
280	1149.0
281	1149.0
282	1149.0
283	1149.0
284	1149.0
285	1149.0
286	1149.0
287	1149.0
288	1149.0
289	1149.0
290	1149.0
291	1149.0
292	1149.0
293	1149.0
294	1149.0
295	1149.0
296	1149.0
297	1149.0
298	1149.0
299	1149.0
300	1149.0
301	1149.0
